# This file: https://hgdownload.soe.ucsc.edu/hubs/UCSC_GI.assemblyHubList.txt
# last update: 2022-09-02, 2320 assemblies listed
#
# Providing a listing of assembly resources available for display in
# the UCSC Genome Browser.  Tab separated list currently with six columns,
# additional columns may be added in the futue.
# Construct a short URL with the accession name to display this assembly
# in the genome browser. For example: https://genome.ucsc.edu/h/GCA_003369685.2
#
# Note: a clade with suffix '(L)' is found in the 'legacy' set of assemblies.
# 'legacy' are assemblies that have become outdated and superseded by newer
# and better assemblies.
#
# currently clade groupings found in the GenArk are:
# birds fish fungi invertebrate mammals plants primates vertebrate viral
#
# where 'vertebrate' are the 'other' vertebrates not alreaded included in
#    birds fish mammals primates
#
# 'invertebrate' can include a broad range of organisms including single
#    cell eukaryotic protists etc.
#
# 'viral' currently includes most viruses of interest related to human
#         pathogens
#
# future plans to include selected sets of bacteria and archaea assemblies
#
# accession	assembly	scientific name	common name	taxonId	GenArk clade
GCF_000300555.1	Agabi_varbur_1	Agaricus bisporus var. burnettii JB137-S8	basidiomycetes A.bisporus var. burnettii JB137-S8	597362	fungi
GCF_000300575.1	Agabi_varbisH97_2	Agaricus bisporus var. bisporus H97	basidiomycetes A.bisporus var. bisporus H97	936046	fungi
GCF_000300595.1	Phanerochaete_carnosa_HHB-10118-Sp_v1.0	Phanerochaete carnosa HHB-10118-sp	basidiomycetes P.carnosa HHB-10118-sp	650164	fungi
GCF_000303195.2	FP7	Fusarium pseudograminearum CS3096	ascomycetes F.pseudograminearum CS3096	1028729	fungi
GCF_000304475.1	Ka_CBS2517	Kazachstania africana CBS 2517	budding yeast K.africana CBS 2517	1071382	fungi
GCF_000308155.1	EptFus1.0	Eptesicus fuscus	big brown bat	29078	mammals
GCF_000309985.2	CAAS_Brap_v3.01	Brassica rapa	field mustard	3711	plants
GCF_000311805.1	CB1	Camelus ferus	wild Bactrian camel (CB1 Naran 2013 refseq)	419612	mammals
GCF_000313045.1	ASM31304v1	Cucumis melo	muskmelon	3656	plants
GCF_000313485.1	ASM31348v1	Wickerhamomyces ciferrii	budding yeast W.ciferrii	1041607	fungi
GCF_000313525.1	ASM31352v1	Fibroporia radiculosa	basidiomycetes F.radiculosa	599839	fungi
GCF_000313855.2	ASM31385v2	Musa acuminata subsp. malaccensis	wild Malaysian banana	214687	plants
GCF_000313985.2	ASM31398v2	Echinops telfairi	small Madagascar hedgehog	9371	mammals
GCF_000315295.1	Pbr_v1.0	Pyrus x bretschneideri	Chinese white pear (Dangshansuli 2012)	225117	plants
GCF_000315645.1	PdigPd1_v1	Penicillium digitatum Pd1	ascomycetes P.digitatum Pd1	1170230	fungi
GCF_000315875.1	ASM31587v1	Candida orthopsilosis Co 90-125	budding yeast C.orthopsilosis Co 90-125	1136231	fungi
GCF_000315915.1	ASM31591v1	Tetrapisispora blattae CBS 6284	budding yeast T.blattae CBS 6284	1071380	fungi
GCF_000317375.1	MicOch1.0	Microtus ochrogaster	prairie vole	79684	mammals
GCF_000317415.1	Csi_valencia_1.0	Citrus sinensis	sweet orange	2711	plants
GCF_000320565.1	Septoria_musiva_SO2202_v1.0	Sphaerulina musiva SO2202	ascomycetes S.musiva SO2202	692275	fungi
GCF_000320585.1	Heterobasidion_irregulare_v2.0	Heterobasidion irregulare TC 32-1	basidiomycetes H.irregulare TC 32-1	747525	fungi
GCF_000320785.1	RHOziaDV1.0	Rhodotorula toruloides NP11	basidiomycetes R.toruloides NP11	1130832	fungi
GCF_000321225.1	Oros_1.0	Odobenus rosmarus divergens	Pacific walrus	9708	mammals
GCF_000325575.1	ASM32557v1	Pteropus alecto	black flying fox	9402	mammals
GCF_000326865.1	Helobdella_robusta_v1.0	Helobdella robusta	segmented worms	6412	invertebrate
GCF_000327345.1	ASM32734v1	Myotis davidii	David's myotis bat	225400	mammals
GCF_000327365.1	Graimondii2_0	Gossypium raimondii	cotton G.raimondii	29730	plants
GCF_000327365.2	Graimondii2_0v2	Gossypium raimondii	eudicots Peruvian cotton	29730	plants
GCF_000327385.1	Helro1	Lottia gigantea	owl limpet	225164	invertebrate
GCF_000328475.2	Umaydis521_2.0	Ustilago maydis 521	smut fungi U.maydis 521	237631	fungi
GCF_000331145.1	ASM33114v1	Cicer arietinum	chickpea	3827	plants
GCF_000331425.1	PseHum1.0	Pseudopodoces humilis	Tibetan ground-tit	181119	birds
GCF_000331955.2	Oorc_1.1	Orcinus orca	killer whale	9733	mammals
GCF_000334495.1	TupChi_1.0	Tupaia chinensis	Chinese tree shrew	246437	mammals
GCF_000337935.1	Cliv_1.0	Columba livia	rock pigeon	8932	birds
GCF_000337955.1	F_peregrinus_v1.0	Falco peregrinus	peregrine falcon	8954	birds
GCF_000337975.1	F_cherrug_v1.0	Falco cherrug	Saker falcon	345164	birds
GCF_000338955.1	Bauco1	Baudoinia panamericana UAMH 10762	ascomycetes B.panamericana UAMH 10762	717646	fungi
GCF_000338995.1	Cocsa1	Bipolaris sorokiniana ND90Pr	ascomycetes B.sorokiniana ND90Pr	665912	fungi
GCF_000340215.1	Mycfi2	Pseudocercospora fijiensis CIRAD86	ascomycetes P.fijiensis CIRAD86	383855	fungi
GCF_000340665.1	C.cajan_V1.0	Cajanus cajan	pigeon pea (v1 2016 BGI)	3821	plants(L)
GCF_000340665.2	C.cajan_V1.1	Cajanus cajan	pigeon pea (v2 2016 BGI)	3821	plants
GCF_000341935.1	Ccin1	Cephus cinctus	wheat stem sawfly (v1 2014)	211228	invertebrates(L)
GCF_000341935.2	Ccin1v2	Cephus cinctus	wheat stem sawfly (v2 2014)	211228	invertebrate
GCF_000344095.2	Aros_2.0	Athalia rosae	coleseed sawfly (CS-ADULT 2019 i5k)	37344	invertebrate
GCF_000344595.1	CheMyd_1.0	Chelonia mydas	green sea turtle (BGI 2013)	8469	vertebrate(L)
GCF_000344685.1	Glotr1_1	Gloeophyllum trabeum ATCC 11539	basidiomycetes G.trabeum ATCC 11539	670483	fungi
GCF_000346465.2	Prunus_persica_NCBIv2	Prunus persica	peach	3760	plants
GCF_000346735.1	P.mume_V1.0	Prunus mume	Japanese apricot	102107	plants
GCF_000347755.3	Ccap_2.1	Ceratitis capitata	Mediterranean fruit fly	7213	invertebrate
GCF_000348985.1	ASM34898v1	Kazachstania naganishii CBS 8797	budding yeast K.naganishii CBS 8797	1071383	fungi
GCF_000349005.2	Pneumo_murina_B123_V4	Pneumocystis murina B123	ascomycetes P.murina B123	1069680	fungi
GCF_000349305.1	ASM34930v2	Malassezia sympodialis ATCC 42132	basidiomycetes M.sympodialis ATCC 42132	1230383	fungi
GCF_000349665.1	MesAur1.0	Mesocricetus auratus	golden hamster (Broad 2013 refseq)	10036	mammals
GCF_000349705.1	LepWed1.0	Leptonychotes weddellii	Weddell seal (WS11-02 2013 refseq)	9713	mammals
GCF_000354255.1	CocheC4_1	Bipolaris maydis ATCC 48331	southern corn leaf blight pathogen	665024	fungi
GCF_000355655.1	DendPond_male_1.0	Dendroctonus ponderosae	mountain pine beetle (2013)	77166	invertebrate
GCF_000359705.1	Setospaeria_trucica_Et28A_v1.0	Exserohilum turcica Et28A	northern corn leaf blight	671987	fungi
GCF_000364345.1	Macaca_fascicularis_5.0	Macaca fascicularis	crab-eating macaque WashU 2013 refseq	9541	primates(L)
GCF_000365145.1	Phia_euro_CBS_101466_V1	Cyphellophora europaea CBS 101466	ascomycetes C.europaea CBS 101466	1220924	fungi
GCF_000365165.1	Clad_carr_CBS_160_54_V1	Cladophialophora carrionii CBS 160.54	ascomycetes C.carrionii CBS 160.54	1279043	fungi
GCF_000365185.1	Chinese_Lotus_1.1	Nelumbo nucifera	sacred lotus	4432	plants
GCF_000365465.2	Ptep_2.0	Parasteatoda tepidariorum	common house spider (v2 2017)	114398	invertebrates(L)
GCF_000365465.3	Ptep_3.0	Parasteatoda tepidariorum	common house spider (v3 2019)	114398	invertebrate
GCF_000371365.1	Musca_domestica-2.0.2	Musca domestica	house fly	7370	invertebrate
GCF_000372685.2	Astyanax_mexicanus-2.0	Astyanax mexicanus	Mexican tetra (2017 WashU)	7994	fish
GCF_000375325.1	Caprub1_0	Capsella rubella	pink shepherd's-purse	81985	plants
GCF_000385455.1	Zonotrichia_albicollis-1.0.1	Zonotrichia albicollis	white-throated sparrow	44394	birds
GCF_000390285.2	Agla_2.0	Anoplophora glabripennis	Asian longhorned beetle	217634	invertebrate
GCF_000390325.2	Ntom_v01	Nicotiana tomentosiformis	tobacco N.tomentosiformis	4098	plants
GCF_000392275.1	UCRPA7V03	Phaeoacremonium minimum UCRPA7	ascomycetes P.minimum UCRPA7	1286976	fungi
GCF_000393655.1	Nsyl	Nicotiana sylvestris	wood tobacco	4096	plants
GCF_000400465.1	Wallemia_ichthyophaga_version_1.0	Wallemia ichthyophaga EXF-994	basidiomycetes W.ichthyophaga EXF-994	1299270	fungi
GCF_000403515.1	ASM40351v1	Pseudozyma hubeiensis SY62	smut fungi P.hubeiensis SY62	1305764	fungi
GCF_000409485.1	GLAREA	Glarea lozoyensis ATCC 20868	ascomycetes G.lozoyensis ATCC 20868	1116229	fungi
GCF_000409795.2	Chlorocebus_sabeus_1.1	Chlorocebus sabaeus	green monkey 1994-021 (2014 refseq)	60711	primates
GCF_000412655.1	ASM41265v1	Myotis brandtii	Brandt's bat	109478	mammals
GCF_000413155.1	DPV01	Phoenix dactylifera	date palm (Khalas 2013)	42345	plants
GCF_000414095.1	ASM41409v2	Morus notabilis	mulberry M.notabilis	981085	plants
GCF_000417875.1	Pflocc_1.0	Pseudozyma flocculosa PF-1	smut fungi A.flocculosa PF-1	1277687	fungi
GCF_000439145.1	ASM43914v3	Rhizophagus irregularis DAOM 181602=DAOM 197198	glomeromycetes	747089	fungi
GCF_000442215.1	Lipotes_vexillifer_v1	Lipotes vexillifer	Yangtze River dolphin (BGI 2013 refseq)	118797	mammals
GCF_000442705.1	EG5	Elaeis guineensis	African oil palm	51953	plants
GCF_000455745.1	ASM45574v1	Alligator sinensis	Chinese alligator	38654	vertebrate
GCF_000457365.1	ASM45736v1	Biomphalaria glabrata	bloodfluke planorb	6526	invertebrate
GCF_000463585.1	ASM46358v1	Tarenaya hassleriana	spider flower	28532	plants
GCF_000464535.1	EPUS	Endocarpon pusillum Z07020	ascomycetes E.pusillum Z07020	1263415	fungi
GCF_000464555.1	PanTig1.0	Panthera tigris altaica	Amur tiger (TaeGuk 2013 refseq)	74533	mammals
GCF_000469605.1	Apis_dorsata_1.3	Apis dorsata	giant honeybee	7462	invertebrate
GCF_000471905.2	AMTR1.0	Amborella trichopoda	New South Wales waratah (AGSP 2013)	13333	plants(L)
GCF_000475195.1	Diaci_psyllid_genome_assembly_version_1.1	Diaphorina citri	Asian citrus psyllid	121845	invertebrate
GCF_000478725.1	Eutsalg1_0	Eutrema salsugineum	saltwater cress	72664	plants
GCF_000485575.1	Poecilia_formosa-5.1.2	Poecilia formosa	Amazon molly	48698	fish
GCF_000485595.1	Priapulus_caudatus-5.0.1	Priapulus caudatus	priapulids P.caudatus	37621	invertebrate
GCF_000493195.1	Citrus_clementina_v1.0	Citrus clementina	clementine	85681	plants
GCF_000493695.1	BalAcu1.0	Balaenoptera acutorostrata scammoni	minke whale (2013 refseq)	310752	mammals
GCF_000495115.1	PopEup_1.0	Populus euphratica	Euphrates poplar	75702	plants
GCF_000497045.1	PSEUBRA1	Kalmanozyma brasiliensis GHG001	smut fungi K.brasiliensis GHG001	1365824	fungi
GCF_000499845.1	PhaVulg1_0	Phaseolus vulgaris	common bean	3885	plants
GCF_000500325.1	Ldec_2.0	Leptinotarsa decemlineata	Colorado potato beetle	7539	invertebrate
GCF_000500345.1	Pman_1.0	Peromyscus maniculatus bairdii	prairie deer mouse (Baylor 2013)	230844	mammals
GCF_000503995.1	CerSol_1.0	Ceratosolen solmsi marchali	wasp C.solmsi marchali	326594	invertebrate
GCF_000504015.1	Mimgu1_0	Erythranthe guttata	spotted monkey flower	4155	plants
GCF_000507365.1	N_americanus_v1	Necator americanus	nematode N.americanus	51031	invertebrate
GCF_000507465.1	Kwon_mang_CBS8507_V2	Kwoniella mangroviensis CBS 8507	basidiomycetes K.mangroviensis CBS 8507	1296122	fungi
GCF_000511025.2	RefBeet-1.2.2	Beta vulgaris subsp. vulgaris	beet (2015)	3555	plants(L)
GCF_000512565.1	Cryp_deje_CBS10117_V1	Kwoniella dejecticola CBS 10117	basidiomycetes K.dejecticola CBS 10117	1296121	fungi
GCF_000512585.1	Cryp_best_CBS10118_V1	Kwoniella bestiolae CBS 10118	basidiomycetes K.bestiolae CBS 10118	1296100	fungi
GCF_000512605.1	Cryp_pinu_CBS10737_V1	Kwoniella pini CBS 10737	basidiomycetes K.pini CBS 10737	1296096	fungi
GCF_000512975.1	S_indicum_v1.0	Sesamum indicum	sesame	4182	plants
GCF_000516985.1	PFICI	Pestalotiopsis fici W106-1	ascomycetes P.fici W106-1	1229662	fungi
GCF_000517525.1	Limulus_polyphemus-2.1.2	Limulus polyphemus	Atlantic horseshoe crab	6850	invertebrate
GCF_000523025.1	Cse_v1.0	Cynoglossus semilaevis	tongue sole	244447	fish
GCF_000523435.1	Cochliobolus_carbonum_v1.0	Bipolaris zeicola 26-R-13	ascomycetes B.zeicola 26-R-13	930089	fungi
GCF_000523455.1	Cochliobolus_miyabeanus_v1.0	Bipolaris oryzae ATCC 44560	ascomycetes B.oryzae ATCC 44560	930090	fungi
GCF_000524195.1	ASM52419v1	Echinococcus granulosus	flatworm E.granulosus	6210	invertebrate
GCF_000527765.1	Cochliobolus_victoriae_v1.0	Bipolaris victoriae FI3	ascomycetes B.victoriae FI3	930091	fungi
GCF_000572035.2	Mdem2	Microplitis demolitor	wasp M.demolitor	69319	invertebrate
GCF_000576695.1	AUH_PRJEB4427_v1	Kuraishia capsulata CBS 1993	budding yeast K.capsulata CBS 1993	1382522	fungi
GCF_000585515.1	Clad_yegr_CBS_114405_V1	Cladophialophora yegresii CBS 114405	ascomycetes C.yegresii CBS 114405	1182544	fungi
GCF_000585535.1	Clad_psam_CBS_110553_V1	Cladophialophora psammophila CBS 110553	ascomycetes C.psammophila CBS 110553	1182543	fungi
GCF_000585565.1	Capr_epim_CBS_606_96_V1	Capronia epimyces CBS 606.96	ascomycetes C.epimyces CBS 606.96	1182542	fungi
GCF_000585585.1	Capr_coro_CBS_617_96_V1	Capronia coronata CBS 617.96	ascomycetes C.coronata CBS 617.96	1182541	fungi
GCF_000591075.1	Eaff_2.0	Eurytemora affinis	crustacean E.affinis	88015	invertebrate
GCF_000599845.2	Tpre_2.0	Trichogramma pretiosum	wasp T.pretiosum	7493	invertebrate
GCF_000600275.1	Eurhe1	Aspergillus ruber CBS 135680	ascomycetes A.ruber CBS 135680	1388766	fungi
GCF_000611645.1	mono_v1	Monoraphidium neglectum	green algae M.neglectum SAG 48.87	145388	plants
GCF_000612105.2	Oabi_2.0	Orussus abietinus	hymenopterans O.abietinus	222816	invertebrate
GCF_000612285.1	Gossypium_arboreum_v1.0	Gossypium arboreum	tree cotton	29729	plants
GCF_000612305.1	Egrandis1_0	Eucalyptus grandis	rose gum (BRASUZ1 2014)	71139	plants
GCF_000622305.1	S.galili_v1.0	Nannospalax galili	Upper Galilee mountains blind mole rat (2095 2014 refseq)	1026970	mammals
GCF_000633615.1	Guppy_female_1.0_MT	Poecilia reticulata	guppy	8081	fish
GCF_000633955.1	Cs	Camelina sativa	false flax	90675	plants
GCF_000648655.2	Cflo_2.0	Copidosoma floridanum	wasp C.floridanum	29053	invertebrate
GCF_000648675.2	Clec_2.1	Cimex lectularius	bed bug	79782	invertebrate
GCF_000648695.1	Otau_2.0	Onthophagus taurus	beetle O.taurus	166361	invertebrate
GCF_000671375.1	Cexi_2.0	Centruroides sculpturatus	bark scorpion	218467	invertebrate
GCF_000686985.2	Bra_napus_v2.0	Brassica napus	rape (ZS11 2017)	3708	plants
GCF_000687185.1	ASM68718v1	Egretta garzetta	little egret	188379	birds
GCF_000687205.1	ASM68720v1	Tyto alba	barn owl BGI_N341 (2014)	56313	birds(L)
GCF_000687225.1	UrsMar_1.0	Ursus maritimus	polar bear (Baiyulong BGI 2014 refseq)	29073	mammals
GCF_000687285.1	ASM68728v1	Phaethon lepturus	white-tailed tropicbird	97097	birds
GCF_000687375.1	ASM68737v1	Pelecanus crispus	Dalmatian pelican	36300	birds
GCF_000687475.1	ASM68747v2	Ustilaginoidea virens	ascomycetes U.virens UV-8b	1159556	fungi
GCF_000690535.1	ASM69053v1	Cariama cristata	red-legged seriema (BGI_N322 2014 BGI)	54380	birds(L)
GCF_000690715.1	ASM69071v1	Colius striatus	speckled mousebird	57412	birds
GCF_000690725.1	Stegastes_partitus-1.0.2	Stegastes partitus	bicolor damselfish	144197	fish
GCF_000690775.1	ASM69077v1	Eurypyga helias	sunbittern	54383	birds
GCF_000690835.1	ASM69083v1	Fulmarus glacialis	northern fulmar	30455	birds
GCF_000690875.1	ASM69087v1	Gavia stellata	red-throated loon	37040	birds
GCF_000691245.1	Tgr_V1	Trypanosoma grayi	Trypanosoma grayi (ANR4 2014 kinetoplastids)	71804	invertebrate
GCF_000691405.1	ASM69140v1	Haliaeetus albicilla	white-tailed eagle	8969	birds
GCF_000691785.1	ASM69178v1	Leptosomus discolor	cuckoo roller	188344	birds
GCF_000691845.1	ASM69184v1	Merops nubicus	carmine bee-eater (2014 BGI)	57421	birds(L)
GCF_000691975.1	ASM69197v1	Corvus brachyrhynchos	American crow	85066	birds
GCF_000692075.1	ASM69207v1	Opisthocomus hoazin	hoatzin	30419	birds
GCF_000695195.1	ASM69519v1	Chlamydotis macqueenii	Macqueen's bustard	187382	birds
GCF_000695525.1	BOL	Brassica oleracea var. oleracea	wild cabbage	109376	plants
GCF_000695765.1	ASM69576v1	Mesitornis unicolor	brown roatelo	54374	birds
GCF_000695815.1	ASM69581v1	Acanthisitta chloris	rifleman (BGI 2014)	57068	birds(L)
GCF_000696155.1	ZooNev1.0	Zootermopsis nevadensis	termite Z.nevadensis	136037	invertebrate
GCF_000696425.1	G_variegatus-3.0.2	Galeopterus variegatus	Sunda flying lemur (2014 WashU)	482537	mammals
GCF_000696695.1	Burgud	Equus przewalskii	Przewalski's horse (Burgud 2014 refseq)	9798	mammals
GCF_000696715.1	Maq_reference_guided_assembly	Mycobacterium avium subsp. hominissuis A5	Mycobacterium avium (hominissuis A5 2014)	1160711	bacteria
GCF_000696795.2	Hhal_2.0	Halyomorpha halys	brown marmorated stink bug	286706	invertebrate
GCF_000696875.1	ASM69687v1	Nestor notabilis	kea	176057	birds
GCF_000697945.2	Focc_2.1	Frankliniella occidentalis	western flower thrips	133901	invertebrate
GCF_000698965.1	ASM69896v1	Struthio camelus australis	African ostrich	441894	birds
GCF_000699005.1	ASM69900v1	Picoides pubescens	downy woodpecker (BGI 2014)	118200	birds(L)
GCF_000699045.2	Apla_2.0	Agrilus planipennis	emerald ash borer	224129	invertebrate
GCF_000699065.1	Lcup_2.0	Lucilia cuprina	Australian sheep blowfly	7375	invertebrate
GCF_000699105.1	ASM69910v1	Pygoscelis adeliae	Adelie penguin	9238	birds
GCF_000699145.1	ASM69914v1	Aptenodytes forsteri	emperor penguin	9233	birds
GCF_000699245.1	ASM69924v1	Pterocles gutturalis	yellow-throated sandgrouse (BGI_N339 2014 BGI)	240206	birds(L)
GCF_000699445.2	SchHae_2.0	Schistosoma haematobium	flatworm S.haematobium	6185	invertebrate
GCF_000700745.1	ASM70074v1	Antrostomus carolinensis	chuck-will's-widow (BGI_N321 v1 2014)	279965	birds(L)
GCF_000700745.2	ASM70074v2	Antrostomus carolinensis	chuck-will's-widow (BGI_N321 v2 2014)	279965	birds
GCF_000703405.1	ASM70340v1	Apaloderma vittatum	bar-tailed trogon	57397	birds
GCF_000705375.1	ASM70537v2	Tinamus guttatus	white-throated tinamou	94827	birds
GCF_000708025.1	ASM70802v2	Charadrius vociferus	killdeer	50402	birds
GCF_000708205.1	Mixia_osmundae_v1.0	Mixia osmundae IAM 14324	basidiomycetes M.osmundae IAM 14324	764103	fungi
GCF_000708225.1	ASM70822v1	Nipponia nippon	crested ibis	128390	birds
GCF_000708925.1	ASM70892v1	Phalacrocorax carbo	great cormorant	9209	birds
GCF_000709125.1	Exop_aqua_CBS_119918_V1	Exophiala aquamarina CBS 119918	ascomycetes E.aquamarina CBS 119918	1182545	fungi
GCF_000709325.1	ASM70932v1	Cuculus canorus	common cuckoo (BGI 2014)	55661	birds(L)
GCF_000709365.1	ASM70936v1	Tauraco erythrolophus	red-crested turaco (2014 BGI)	121530	birds(L)
GCF_000709895.1	ASM70989v1	Balearica regulorum gibbericeps	East African grey crowned-crane	100784	birds
GCF_000710305.1	ASM71030v1	Buceros rhinoceros silvestris	rhinoceros hornbill	175836	birds
GCF_000710875.1	Pepper_Zunla_1_Ref_v1.0	Capsicum annuum	capsicum	4072	plants
GCF_000711695.1	Tilletiaria_anomala_UBC_951_v1.0	Tilletiaria anomala UBC 951	basidiomycetes T.anomala UBC 951	1037660	fungi
GCF_000715135.1	Ntab-TN90	Nicotiana tabacum	common tobacco	4097	plants
GCF_000715545.1	OpiViv1.0	Opisthorchis viverrini	Southeast Asian liver fluke	6198	invertebrate
GCF_000721755.1	Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0	Aureobasidium subglaciale EXF-2481	ascomycetes A.subglaciale EXF-2481	1043005	fungi
GCF_000721765.1	Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0	Aureobasidium namibiae CBS 147.97	ascomycetes A.namibiae CBS 147.97	1043004	fungi
GCF_000721775.1	Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0	Aureobasidium melanogenum CBS 110374	ascomycetes A.melanogenum CBS 110374	1043003	fungi
GCF_000721785.1	Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0	Aureobasidium pullulans EXF-150	ascomycetes A.pullulans EXF-150	1043002	fungi
GCF_000732125.1	ScApio1.0	Scedosporium apiospermum	ascomycetes S.apiospermum	563466	fungi
GCF_000732505.1	C_variegatus-1.0	Cyprinodon variegatus	sheepshead minnow	28743	fish
GCF_000733215.1	ASM73321v1	Auxenochlorella protothecoides	green algae A.protothecoides 0710	3075	plants
GCF_000735185.1	NC01	Notothenia coriiceps	black rockcod	8208	fish
GCF_000737465.1	Haliaeetus_leucocephalus-4.0	Haliaeetus leucocephalus	bald eagle	52644	birds
GCF_000738735.2	ASM73873v2	Corvus cornix cornix	hooded crow (2017)	932674	birds(L)
GCF_000738735.5	ASM73873v5	Corvus cornix cornix	hooded crow (2021)	932674	birds
GCF_000741045.1	Vradiata_ver6	Vigna radiata var. radiata	mung bean	3916	plants
GCF_000743615.1	DMR_v1.0	Fukomys damarensis	Damara mole-rat DMR 1.0 (2014 BGI)	885580	mammals
GCF_000747765.1	ASM74776v1	Moesziomyces antarcticus	smut fungi M.antarcticus	84753	fungi
GCF_000747805.1	ChaPel_1.0	Chaetura pelagica	chimney swift (M959 v1.0 2014)	8897	birds(L)
GCF_000747805.2	ChaPel_1.1	Chaetura pelagica	chimney swift (M959 v1.1 2014)	8897	birds
GCF_000754665.1	Bison_UMD1.0	Bison bison bison	American bison (2014 refseq)	43346	mammals
GCF_000755165.1	ASM75516v1	Leishmania panamensis	Leishmania panamensis (MHOM/PA/94/PSC-1 2014 kinetoplastids)	5679	invertebrate
GCF_000757685.1	NilLug1.0	Nilaparvata lugens	brown planthopper (NLH13 2014)	108931	invertebrate
GCF_000760515.2	UGP1.1	Mitosporidium daphniae	microsporidians M.daphniae	1485682	fungi
GCF_000764305.1	Hazt_2.0	Hyalella azteca	amphipods H.azteca (HAZT.00-mixed v2.0 2016)	294128	invertebrates(L)
GCF_000764305.2	Hazt_2.0.2	Hyalella azteca	amphipods H.azteca (HAZT.00-mixed v2.0.2 2019)	294128	invertebrate
GCF_000767855.1	Ca_bactrianus_MBC_1.0	Camelus bactrianus	Bactrian camel (Alxa 2014 refseq)	9837	mammals
GCF_000769745.1	ASM76974v1	Penicillium expansum	ascomycetes P.expansum	27334	fungi
GCF_000788275.1	BP.fa	Boleophthalmus pectinirostris	great blue-spotted mudskipper	150288	fish
GCF_000789215.1	ASM78921v2	Bactrocera dorsalis	oriental fruit fly	27457	invertebrate
GCF_000801105.1	Rs1.0	Raphanus sativus	radish	3726	plants
GCF_000803125.2	CamDro3	Camelus dromedarius	Arabian camel (Drom800 2019 refseq)	9838	mammals
GCF_000803265.1	ASM80326v1	Ordospora colligata OC4	microsporidians O.colligata OC4	1354746	fungi
GCF_000804445.1	MAM_1.0_for_version_1_of_the_Metarhizium_album_genome	Metarhizium album ARSEF 1941	ascomycetes M.album ARSEF 1941	1081103	fungi
GCF_000806345.1	ASM80634v1	Zeugodacus cucurbitae	melon fly	28588	invertebrate
GCF_000806365.1	ASM80636v1	Fopius arisanus	wasp F.arisanus	64838	invertebrate
GCF_000814965.1	MBR_1.0	Metarhizium brunneum ARSEF 3297	ascomycetes M.brunneum ARSEF 3297	1276141	fungi
GCF_000816755.2	Araip1.1	Arachis ipaensis	wild peanut A.ipaensis	130454	plants
GCF_000817695.2	Aradu1.1	Arachis duranensis	wild peanut A.duranensis	130453	plants
GCF_000820495.2	ViralMultiSegProj14656	Influenza B virus	Influenza B virus (B/Lee/1940 1993)	518987	viral
GCF_000820605.1	S_brasiliensis_5110_v1	Sporothrix brasiliensis 5110	ascomycetes S.brasiliensis 5110	1398154	fungi
GCF_000826755.1	ZizJuj_1.1	Ziziphus jujuba	common jujube (Dongzao 2015)	326968	plants
GCF_000826765.1	Fundulus_heteroclitus-3.0.2	Fundulus heteroclitus	mummichog (Maine)	8078	fish
GCF_000835455.1	Fons_pedr_CBS_271_37_V1	Fonsecaea pedrosoi CBS 271.37	ascomycetes F.pedrosoi CBS 271.37	1442368	fungi
GCF_000835475.1	Clad_bant_CBS_173_52_V1	Cladophialophora bantiana CBS 173.52	ascomycetes C.bantiana CBS 173.52	1442370	fungi
GCF_000835495.1	Clad_immu_CBS83496_V1	Cladophialophora immunda	ascomycetes C.immunda	569365	fungi
GCF_000835505.1	Exop_xeno_CBS118157_V1	Exophiala xenobiotica	ascomycetes E.xenobiotica	348802	fungi
